ID,specid,Gaia_designation,R.A.,e_R.A.,decl.,e_decl.,S/N_r,Class,RV_LASP,e_RV_LASP,pmra,e_pmra,pmdec,e_pmdec,parallax,e_parallax,G,G_BP,G_RP,astrometric_flag,RV_LASP_Calibrated,r,el_r,eu_r,x,el_x,eu_x,y,el_y,eu_y,z,el_z,eu_z,r_GC,el_r_GC,eu_r_GC,Vx,el_Vx,eu_Vx,Vy,el_Vy,eu_Vy,Vz,el_Vz,eu_Vz,V_GC,el_V_GC,eu_V_GC,e,el_e,eu_e,Zmax,el_Zmax,eu_Zmax,r_min,el_r_min,eu_r_min,E_Phi_Infinity,el_E_Phi_Infinity,eu_E_Phi_Infinity,Vesc(W),Vesc(G),Vesc(Ke),Vesc(Ko),Vesc(P),Vesc(M),Vesc(X),Pgc,PMW,Pub(W),Pub(G),Pub(Ke),Pub(Ko),Pub(P),Pub(M),Pub(X),Origin_Class,Teff_LASP,e_Teff_LASP,log(g)_LASP,e_log(g)_LASP,[Fe/H]_LASP,e_[Fe/H]_LASP,Teff_DD-Payne,e_Teff_DD-Payne,log(g)_DD-Payne,e_log(g)_DD-Payne,[Fe/H]_DD-Payne,e_[Fe/H]_DD-Payne,Alpha_Fe_DD-Payne,e_Alpha_Fe_DD-Payne,conservative_results
Hivel308,20170523HD135706N205714B0113173_v2.9.7,Gaia DR2 1247482768771074432,210.8872535,0.0433,21.72903575,0.0428,32,F0,-20,17,19.63,0.125,-50.646,0.102,0.477,0.058,16.01,16.35,13.9,1,-15,2.1,0.2,0.3,-7.6,0.1,0.1,0.2,0,0,2,0.2,0.3,7.9,0,0,469,48,64,-13,37,28,-118,22,21,486,51,67,0.9902,0.01062,0.00445,101.1,74.4,406.1,0.6,0.3,1.5,-0.0001,0.0003,0.0003,624,608,599,571,539,515,492,0.303,0.481,0.037,0.049,0.056,0.115,0.208,0.322,0.445,HVS,6063,298,4.21,0.48,-1.37,0.28,5957,66,3.79,0.23,-1.57,0.12,0.3,0.07,0
Hivel309,20140913KP193637N444141V0102122_v2.9.7,Gaia DR2 2125840899780633728,292.7976173,0.0108,42.68523616,0.0147,135,K4,-67,4,-3.307,0.023,-6.982,0.028,0.074,0.014,13.08,13.51,12.85,1,-61,13.6,2.1,3.2,-4.8,0.5,0.8,12.9,2,3,2.7,0.4,0.6,14,1.7,2.7,481,75,113,68,30,20,-15,4,3,486,71,109,0.9875,0.08899,0.00459,58.9,37.4,35.2,104.5,92.6,205.5,0.0001,0.0004,0.0007,572,560,546,521,491,461,448,0,0.246,0.243,0.268,0.32,0.387,0.479,0.605,0.664,OUT,4123,58,1.98,0.1,-0.07,0.06,4075,16,1.39,0.04,-0.24,0.02,0.12,0.01,0
Hivel310,20140322HD134851N094247V05198_v2.9.7,Gaia DR2 3725136049056254592,206.1886604,0.0211,9.06878313,0.0194,113,F5,69,9,12.249,0.045,-23.302,0.041,0.242,0.027,13.12,13.45,12.61,1,74,4.1,0.4,0.6,-6.7,0.2,0.2,-0.5,0.1,0.1,3.8,0.4,0.5,7.8,0.1,0.1,471,46,60,36,29,22,-117,26,22,486,46,63,0.98857,0.00973,0.00529,159.7,90.1,280.3,0.6,0.2,3.2,-0.0001,0.0002,0.0003,622,607,597,567,535,516,493,0.282,0.414,0.023,0.042,0.059,0.106,0.215,0.301,0.439,HVS,5631,36,3.22,0.06,-1.16,0.03,5644,39,2.45,0.1,-1.37,0.04,0.26,0.02,0
Hivel311,20140313HD145243N315530B07026_v2.9.7,Gaia DR2 1282270187101294592,223.7527384,0.0369,30.32135639,0.0494,27,Non,180,14,-41.964,0.091,-7.253,0.11,0.35,0.067,16.71,14.06,13.25,1,186,2.8,0.4,0.7,-7.3,0.1,0.2,0.9,0.1,0.2,2.5,0.4,0.6,7.8,0,0.1,-191,63,41,-127,105,68,428,40,65,486,63,116,0.98695,0.10389,0.00974,522.3,430.6,1972.9,6.1,0.2,0.2,-0.0001,0.0003,0.0006,624,608,599,571,538,516,493,0,1,0.129,0.154,0.168,0.214,0.298,0.365,0.467,RS,6079,293,4.07,0.45,-1.36,0.27,6098,76,4.05,0.2,-0.99,0.12,0.05,0.08,0
Hivel312,20170508HD170005N390602V0104155_v2.9.7,Gaia DR2 1352078558303082368,254.6066657,0.0117,39.01614559,0.0139,145,G3,-253,6,-2.978,0.025,-12.792,0.031,0.107,0.015,13.3,14.97,14.16,1,-247,9.3,1.1,1.5,-4.8,0.4,0.6,6.6,0.8,1.1,5.8,0.7,0.9,10,0.7,1.1,420,58,81,-225,50,37,-92,8,10,485,66,93,0.9884,0.03184,0.00548,130.4,83.1,80.4,3.2,1,4.1,0,0.0004,0.0005,600,587,575,545,515,493,475,0.003,0.331,0.142,0.156,0.186,0.266,0.382,0.459,0.555,OUT,4865,28,1.94,0.05,-1.33,0.03,4947,39,2.09,0.08,-1.21,0.06,0.28,0.02,0
Hivel313,20170416HD172149N234110V0105132_v2.9.7,Gaia DR2 4567682192993492608,260.7842643,0.0092,22.65822409,0.0132,83,F0,-338,11,-22.193,0.02,2.709,0.026,0.193,0.018,13.56,18.45,15.92,0,-333,5.2,0.4,0.5,-5,0.3,0.3,3.2,0.3,0.3,2.5,0.2,0.3,6.5,0,0,-291,12,12,-225,30,24,316,41,49,485,42,53,0.9609,0.05528,0.03217,154.1,91.4,986.5,5.4,0.2,0.3,-0.0002,0.0002,0.0003,639,618,614,584,552,534,507,0,1,0.004,0.008,0.012,0.044,0.109,0.181,0.337,RS,6528,41,4.21,0.07,-1,0.04,6343,27,3.66,0.09,-1.09,0.06,0.23,0.02,0
Hivel314,20170402HD141746N331518M0207178_v2.9.7,Gaia DR2 1285728151167950976,216.1641373,0.0312,32.11088468,0.0339,68,A1V,-207,6,-32.73,0.093,-16.483,0.084,0.251,0.048,16.16,13.59,13.08,1,-202,4,0.6,1,-7.3,0.1,0.2,1.1,0.2,0.3,3.7,0.6,0.9,8.3,0.1,0.3,-225,49,33,-427,154,101,51,38,57,485,105,167,0.97822,0.18988,0.01765,249.6,225.6,932.9,15.1,7.8,3.6,-0.0001,0.0004,0.0009,617,603,592,563,531,510,488,0,0.985,0.211,0.228,0.25,0.312,0.389,0.431,0.49,RS,8779,45,5.36,0.03,-0.02,0.06,7103,83,3.87,0.15,-2.1,0.14,0.22,0.05,0
Hivel315,20130510HD160846N445605B0115068_v2.9.7,Gaia DR2 1398409401317253504,240.4848851,0.019,45.663009,0.0221,93,G2,-208,9,-32.949,0.034,6.154,0.049,0.26,0.023,12.69,18.3,15.93,0,-202,3.8,0.3,0.4,-7.4,0.1,0.1,2.4,0.2,0.2,2.9,0.2,0.3,8.3,0.1,0.1,-358,32,28,-221,33,30,239,34,38,485,50,57,0.98522,0.05496,0.0101,275.1,217.9,908.6,5.6,0.5,0.4,-0.0001,0.0002,0.0003,618,603,593,565,532,510,488,0,1,0.017,0.028,0.036,0.094,0.202,0.337,0.477,RS,4944,46,2.12,0.08,-1.63,0.04,5116,41,2.48,0.1,-1.48,0.06,0.26,0.02,0
Hivel316,20170918HIP432301K20114177_v2.9.7,Gaia DR2 2556720230886492800,11.8590605,0.0441,7.18896034,0.0239,195,F5,-6,9,72.933,0.073,-22.11,0.051,0.558,0.048,14.35,14.65,13.88,0,-1,1.8,0.1,0.2,-8.7,0,0,0.9,0.1,0.1,-1.4,0.1,0.1,8.9,0.1,0.1,-422,40,34,-210,45,35,-106,13,12,484,47,57,0.99118,0.03453,0.00493,56.7,36.1,283.9,4.5,0.9,0.2,-0.0001,0.0002,0.0003,614,600,589,564,531,504,483,0,1,0.019,0.029,0.046,0.087,0.204,0.358,0.511,RS,6092,20,4.14,0.03,-1.3,0.02,6056,29,3.97,0.09,-1.39,0.06,0.21,0.02,0
Hivel317,20170516HD170215N493538V0109029_v2.9.7,Gaia DR2 1415333565328292096,256.7370518,0.0132,50.34838117,0.016,21,A6V,-85,8,-7.705,0.028,8.605,0.03,0.107,0.016,14.17,13.44,12.4,1,-80,9.3,1.2,1.6,-6.5,0.2,0.3,7.3,0.9,1.2,5.6,0.7,1,11.3,0.8,1.2,-420,72,53,77,20,15,227,35,47,484,59,83,0.99357,0.03025,0.002,803.6,711.4,1068.5,5.4,1.6,2.5,0,0.0003,0.0005,590,579,565,536,506,481,465,0.002,1,0.133,0.148,0.183,0.264,0.396,0.518,0.62,HRS,7495,41,4.27,0.05,-0.67,0.05,7339,142,4.1,0.23,-0.69,0.16,0.13,0.07,0
Hivel318,20170317HD155128N570832V0112223_v2.9.7,Gaia DR2 1623040073548211840,242.0854501,0.0178,58.12024792,0.0191,113,G5,-306,5,-2.362,0.035,-13.802,0.044,0.128,0.018,12.97,18.61,15.61,1,-300,7.9,1,1.2,-8.1,0,0,5.7,0.7,0.8,5.5,0.7,0.8,11.3,0.7,0.8,459,56,68,-154,30,24,-13,24,29,484,60,73,0.98656,0.02339,0.00639,216.6,115.2,224.1,77.2,74.1,17.8,0,0.0003,0.0005,589,579,565,536,506,481,465,0.003,0.285,0.111,0.127,0.159,0.26,0.384,0.518,0.601,OUT,4665,38,1.79,0.06,-0.88,0.04,4680,32,2.01,0.08,-0.86,0.05,0.24,0.02,0
Hivel319,20170126HD133001N190343B0214114_v2.9.7,Gaia DR2 3939346894405032576,200.0126441,0.0213,19.69498876,0.0178,174,A9V,366,4,22.527,0.059,-49.728,0.043,0.785,0.028,14.26,14.69,13.58,1,371,1.3,0,0,-8,0,0,-0.1,0,0,1.3,0,0,8.1,0,0,358,11,11,72,7,6,318,4,4,484,6,7,0.97247,0.00486,0.00664,456.9,99.6,177,9.3,3.6,0.1,-0.0001,0,0,623,607,598,572,539,512,490,0,1,0,0,0,0,0,0,0.151,RS,6319,11,4.3,0.02,-1.49,0.02,6231,28,4.05,0.09,-1.38,0.06,0.24,0.02,1
Hivel320,20160525HD172411N365522V0109230_v2.9.7,Gaia DR2 1337186910255681792,262.540622,0.01,36.9696514,0.012,123,F5,-142,8,-3.409,0.02,-28.763,0.027,0.245,0.013,13.06,12.55,11.34,0,-136,4.1,0.2,0.2,-6.5,0.1,0.1,3.1,0.2,0.2,2.1,0.1,0.1,7.5,0,0,462,27,29,-95,15,14,-108,5,5,484,28,31,0.98519,0.0089,0.00565,80.6,35.7,149,2.6,1.4,0.9,-0.0002,0.0001,0.0001,627,609,603,574,542,519,496,0.015,0.522,0,0,0.001,0.005,0.037,0.127,0.332,RS,5649,33,3.07,0.05,-1.03,0.03,5648,30,2.53,0.09,-1.2,0.05,0.27,0.02,0
Hivel321,20140101HD131344N323149B0105082_v2.9.7,Gaia DR2 1463103978301045504,198.1116608,0.0286,31.2129322,0.0233,128,A3IV,-66,18,-35.636,0.057,-3.181,0.054,0.276,0.043,14.89,13.48,12.32,0,-61,3.6,0.5,0.6,-8.1,0,0,0.4,0.1,0.1,3.7,0.5,0.6,8.9,0.2,0.3,-456,81,67,-156,70,56,0,19,21,484,79,101,0.98938,0.05229,0.00742,392.3,336.1,619.1,9.5,7,7.5,-0.0001,0.0004,0.0006,611,598,587,558,526,504,483,0.002,0.947,0.124,0.139,0.161,0.231,0.335,0.412,0.502,RS,7265,28,4.38,0.05,-1.01,0.03,7605,57,4.26,0.08,-1.16,0.08,0.2,0.02,0
Hivel322,20190506HD120710N125907B0210068_v2.9.7,Gaia DR2 3919852381446166144,179.9470417,0.0415,12.51232639,0.0276,81,F0,-66,14,21.21,0.079,-10.287,0.064,0.302,0.054,15.33,15.58,14.92,1,-60,3.3,0.5,0.7,-8.4,0,0,-1.1,0.2,0.2,3.2,0.5,0.7,9,0.2,0.3,390,59,80,284,5,6,-25,14,15,483,48,68,0.97856,0.03365,0.01457,86.6,47,69.8,68.9,63.9,104.5,-0.0001,0.0002,0.0004,611,598,586,558,526,502,482,0,0.418,0.073,0.081,0.098,0.154,0.251,0.374,0.505,OUT,6231,50,4.13,0.08,-1.43,0.05,6229,40,3.88,0.13,-1.48,0.06,0.22,0.04,0
Hivel323,20170603KP190339N395439V0313106_v2.9.7,Gaia DR2 2102080178625744512,288.1438718,0.0126,40.71443898,0.015,79,F5,-403,12,-12.812,0.027,-12.475,0.028,0.159,0.016,14.24,14.35,13.33,1,-397,6.3,0.6,0.6,-6.3,0.2,0.2,5.8,0.5,0.6,1.5,0.1,0.2,8.7,0.2,0.3,352,43,47,-315,24,21,104,18,21,483,45,52,0.98687,0.01344,0.0061,314.8,183.7,489.6,14.6,13.5,0.7,-0.0001,0.0002,0.0003,616,599,591,565,532,506,485,0.115,1,0.025,0.037,0.045,0.084,0.188,0.349,0.48,RS,6032,64,3.8,0.11,-1.04,0.06,5848,35,2.76,0.12,-1.22,0.06,0.2,0.04,1
Hivel324,20140514HIP911390108132_v2.9.7,Gaia DR2 4532226241539435776,280.0905051,0.0084,22.70262588,0.0153,77,F2,-73,9,16.612,0.017,-4.327,0.031,0.213,0.018,13.84,18.09,15.64,1,-68,4.7,0.4,0.4,-5.4,0.2,0.2,3.6,0.3,0.3,1,0.1,0.1,6.6,0,0,-29,5,6,302,10,12,-376,32,30,483,27,33,0.9434,0.04647,0.04259,149.6,56.5,321.5,6.7,0.5,16.7,-0.0003,0.0001,0.0002,641,619,616,589,556,532,505,0,0.733,0,0,0,0.005,0.016,0.07,0.234,RS,5412,54,2.84,0.09,-1.23,0.05,5484,42,2.42,0.12,-1.37,0.07,0.24,0.04,1
Hivel325,20170416HD165712N321400V0103113_v2.9.7,Gaia DR2 1314105790367184640,252.6574176,0.0117,32.56594797,0.0139,76,F2,-149,10,-9.478,0.024,-11.619,0.034,0.108,0.015,13.51,14.11,13.2,1,-143,9.2,1.1,1.6,-4,0.5,0.7,5.9,0.7,1,5.8,0.7,1,9.1,0.6,1,302,44,61,-337,86,63,164,31,42,482,81,112,0.98574,0.12338,0.00894,765.7,680.5,1058.5,19.5,13.2,3.6,0,0.0004,0.0007,607,593,582,552,520,501,481,0,0.932,0.152,0.176,0.201,0.277,0.362,0.433,0.502,RS,4701,54,1.25,0.09,-2.15,0.05,5300,40,2.24,0.11,-1.61,0.06,0.22,0.03,0
Hivel326,20170201HD142554N261554B0104091_v2.9.7,Gaia DR2 1256062262297933824,216.6482846,0.0369,25.68637404,0.042,183,F0,-478,9,-37.96,0.075,-41.093,0.079,0.541,0.045,14.97,17.55,14.95,1,-473,1.9,0.1,0.2,-7.6,0,0.1,0.4,0,0,1.7,0.1,0.2,7.8,0,0,-104,4,4,-327,45,39,-335,12,13,482,21,27,0.96619,0.03746,0.02257,220.7,84.8,440.4,9,0.3,13.6,-0.0002,0.0001,0.0001,625,608,600,573,540,515,493,0,0.497,0,0,0,0,0.019,0.104,0.316,OUT,6223,16,4.16,0.03,-1.44,0.01,6230,31,4.1,0.09,-1.54,0.05,0.26,0.02,1
Hivel327,20141225EG004141N200813B0112214_v2.9.7,Gaia DR2 2801887851883799936,12.5097057,0.063,21.42071404,0.0481,25,F5,-37,15,48.409,0.135,1.31,0.103,0.393,0.079,16.38,18.57,16.36,1,-32,2.6,0.4,0.6,-9.2,0.2,0.2,1.6,0.3,0.4,-1.7,0.4,0.3,9.5,0.2,0.4,-473,121,84,-80,75,51,39,10,9,482,88,135,0.99225,0.03235,0.00498,259.4,227,379.6,7.7,5.9,10.4,-0.0001,0.0004,0.0007,608,595,583,557,524,497,478,0.07,0.884,0.174,0.192,0.216,0.285,0.37,0.449,0.516,RS,6066,258,4.21,0.4,-1.34,0.24,6041,90,4.11,0.29,-1.47,0.16,0.19,0.09,0
Hivel328,20140401HD151245N190542B0101034_v2.9.7,Gaia DR2 1208466224998211200,227.915833,0.0247,16.98345228,0.0214,74,F5,-138,14,-27.272,0.054,-16.283,0.061,0.212,0.031,15.03,14.09,11.54,1,-133,4.7,0.6,0.8,-5.8,0.3,0.4,1,0.1,0.2,3.9,0.5,0.7,7.1,0,0.1,-146,18,14,-441,113,83,126,30,43,482,86,121,0.97739,0.1806,0.01864,315.9,288.6,1210.6,10.5,3.9,2.8,-0.0001,0.0004,0.0007,629,612,605,574,542,525,500,0,1,0.125,0.146,0.159,0.229,0.309,0.355,0.438,RS,6194,91,3.96,0.15,-0.95,0.09,5968,36,3.33,0.13,-1.26,0.07,0.17,0.04,0
Hivel329,20140112HD110033N033702B0112056_v2.9.7,Gaia DR2 3816278283030064640,166.2455078,0.0594,5.23116676,0.0468,21,F0,267,13,-27.349,0.105,-60.547,0.083,0.469,0.074,15.95,14.15,13.33,1,272,2.1,0.3,0.4,-8.6,0.1,0.1,-1.1,0.2,0.2,1.8,0.2,0.3,8.9,0.1,0.2,9,8,10,-466,110,82,-113,62,48,482,89,119,0.96597,0.17914,0.02885,65.4,49.6,627.5,8.8,0.2,2,-0.0001,0.0004,0.0007,614,600,589,563,530,504,483,0,0.491,0.147,0.164,0.181,0.236,0.329,0.411,0.493,OUT,6238,231,4.22,0.36,-1.66,0.22,6278,138,4.42,0.37,-1.62,0.24,0.14,0.09,0
Hivel330,20111024F590210031_v2.9.7,Gaia DR2 2680292006269854592,330.254789,0.0751,-0.51130105,0.068,37,G0,-297,13,65.116,0.102,0.448,0.116,0.644,0.084,16.01,16.68,16.36,0,-291,1.5,0.2,0.3,-7.6,0.1,0.1,1,0.1,0.2,-1,0.2,0.1,7.7,0.1,0,-474,67,42,-3,13,10,-84,51,33,482,47,75,0.99418,0.00774,0.00427,60.8,47.9,135.6,2.6,2,0.6,-0.0001,0.0002,0.0003,627,610,602,577,543,517,494,0.238,1,0.041,0.052,0.064,0.108,0.201,0.308,0.436,HVS,5682,281,4.22,0.45,-1.29,0.26,5671,51,4.48,0.16,-1.37,0.09,0.24,0.05,0
Hivel331,20160326HD174236N292508V0110066_v2.9.7,Gaia DR2 4595773993527699328,263.669263,0.0102,29.0027993,0.0129,91,F0,-157,10,-1.479,0.022,-23.451,0.026,0.194,0.015,13.62,18.59,16.23,1,-151,5.2,0.4,0.4,-5.4,0.2,0.2,3.6,0.3,0.3,2.5,0.2,0.2,7,0,0.1,420,37,40,-144,25,22,-183,11,10,481,43,44,0.9831,0.01122,0.00886,102,63.5,471.6,1.3,0.3,2.1,-0.0002,0.0002,0.0002,632,613,608,579,546,526,501,0.114,0.599,0.005,0.01,0.011,0.03,0.091,0.159,0.329,RS,6452,34,4.19,0.06,-1.09,0.03,6321,27,3.63,0.09,-1.13,0.05,0.19,0.02,1
Hivel332,20160104KP083141N185915V0106069_v2.9.7,Gaia DR2 660993856243314176,130.3497185,0.0472,18.82016613,0.0319,107,F2,193,10,-37.91,0.099,-104.45,0.06,0.78,0.059,12.75,13.11,12.2,0,198,1.3,0.1,0.1,-9.2,0.1,0.1,-0.5,0,0,0.7,0,0.1,9.2,0.1,0.1,-111,8,7,-388,47,37,-259,31,26,481,42,55,0.97861,0.08312,0.01344,253.8,180.2,709.5,8.7,0.1,17.5,-0.0001,0.0002,0.0003,612,598,587,563,529,500,481,0,0.314,0.019,0.031,0.042,0.085,0.199,0.356,0.499,OUT,5382,32,3.17,0.05,-1.89,0.03,5452,35,3.27,0.11,-1.82,0.06,0.26,0.02,0
Hivel333,20140429HD141829N034028V0104221_v2.9.7,Gaia DR2 3669398682203817984,214.786587,0.03,4.17959308,0.0208,95,G2,-77,9,-31.646,0.063,-20.794,0.048,0.252,0.029,13.73,14.33,13.72,1,-71,4,0.4,0.5,-6.2,0.2,0.3,-0.4,0.1,0,3.4,0.3,0.5,7.1,0,0,-226,29,21,-422,95,69,-11,8,10,481,72,96,0.97427,0.13577,0.02115,170.1,141.7,471.8,17.3,11.5,9.3,-0.0001,0.0004,0.0005,630,613,605,575,543,525,500,0,0.799,0.075,0.098,0.108,0.168,0.255,0.307,0.402,RS,5099,37,2.6,0.06,-1.57,0.04,5235,37,2.81,0.1,-1.47,0.05,0.27,0.02,0
Hivel334,20140306HD101138N132118B0104049_v2.9.7,Gaia DR2 3881815498237323904,152.7352761,0.1283,13.70076973,0.0642,40,G8,144,11,-149.428,0.155,-167.765,0.13,1.594,0.133,16.27,13.18,12.02,0,149,0.6,0,0.1,-8.5,0,0,-0.3,0,0,0.5,0,0,8.5,0,0,-217,16,14,-329,49,40,-275,37,31,481,48,62,0.96672,0.08222,0.02669,143,69.1,726,7.2,0.1,9.3,-0.0002,0.0002,0.0003,620,604,595,570,537,508,487,0,0.504,0.019,0.03,0.041,0.082,0.181,0.321,0.465,RS,4964,179,4.45,0.29,-2,0.17,4786,83,4.21,0.19,-2.22,0.13,0.27,0.04,0
Hivel335,20130503HD152628N520309M0102225_v2.9.7,Gaia DR2 1589483528424371200,229.3597609,0.0118,50.28850916,0.013,74,G3,-289,10,-11.461,0.022,-5.115,0.026,0.09,0.014,13.6,14.51,13.85,1,-283,11.1,1.4,2,-7.4,0.1,0.2,6.5,0.8,1.1,9,1.2,1.6,13.3,1.1,1.6,-96,17,13,-440,92,71,165,52,70,481,83,114,0.98728,0.11858,0.00563,1144.7,1029.6,1025.6,25,13,3.4,0.0001,0.0004,0.0007,574,567,549,520,491,466,453,0,0.496,0.22,0.233,0.281,0.37,0.463,0.549,0.612,OUT,4767,58,1.6,0.1,-1.88,0.06,5023,49,2.04,0.11,-1.53,0.07,0.27,0.03,0
Hivel336,20130220HD132759N524444F0114241_v2.9.7,Gaia DR2 1563886657212013952,198.1646023,0.0148,53.17657765,0.0123,87,F6,-76,15,-67.562,0.025,-3.701,0.026,0.521,0.019,14.14,18.04,16.02,1,-70,1.9,0.1,0.1,-8.6,0,0,0.8,0,0,1.7,0.1,0.1,8.8,0,0,-453,19,17,-157,16,14,9,13,15,481,20,22,0.98971,0.01106,0.0047,209.9,126.7,206.2,4.8,1.4,1.4,-0.0001,0.0001,0.0001,615,601,590,564,531,505,484,0,1,0,0,0,0,0.019,0.14,0.434,RS,5696,54,3.69,0.09,-1.76,0.05,5636,50,3.42,0.17,-1.95,0.08,0.16,0.04,1
Hivel337,20170514HD163300N063640B0205202_v2.9.7,Gaia DR2 4438351416220674944,247.627224,0.0231,5.29000161,0.0191,127,G0,-320,10,-9.949,0.045,-30.867,0.033,0.247,0.029,14.55,17.64,16.25,1,-314,4.1,0.4,0.5,-5,0.3,0.4,1.2,0.1,0.2,2.3,0.2,0.3,5.6,0.2,0.2,46,33,39,-392,72,63,-270,14,13,480,60,71,0.93511,0.09733,0.05865,81.1,45.7,668.5,5.2,0.2,0.4,-0.0003,0.0002,0.0004,650,627,625,594,562,546,516,0,0.709,0.023,0.033,0.033,0.071,0.134,0.161,0.284,RS,5309,26,2.94,0.04,-2.02,0.02,5373,35,3.11,0.11,-1.91,0.06,0.27,0.03,0
Hivel338,20170126HD133001N190343B0205208_v2.9.7,Gaia DR2 3746522069908746496,201.9753828,0.0277,17.5780795,0.0174,102,G0,-169,7,10.341,0.078,-42.243,0.033,0.373,0.036,15.04,14.65,13,1,-164,2.7,0.2,0.3,-7.6,0,0.1,-0.1,0,0,2.6,0.2,0.3,8.1,0,0,390,35,44,-90,38,30,-262,14,12,480,40,50,0.98491,0.01304,0.00732,317,201.5,781.8,1.6,0.2,0.1,-0.0001,0.0002,0.0002,621,605,596,568,535,513,491,0,0.464,0.005,0.013,0.022,0.053,0.141,0.265,0.405,OUT,5507,29,3.9,0.05,-0.99,0.03,5441,33,3.71,0.09,-1.04,0.06,0.2,0.02,1
Hivel339,20160118HD093904S025022B0208209_v2.9.7,Gaia DR2 3824590247338925696,145.3061985,0.0312,-4.20093432,0.0262,59,F7,145,14,18.149,0.06,-27.776,0.049,0.27,0.035,14.75,11.9,10.47,1,151,3.7,0.4,0.6,-9.7,0.2,0.2,-2.6,0.4,0.3,2.1,0.2,0.3,10.3,0.3,0.4,446,57,75,-168,52,34,57,9,9,480,63,90,0.98086,0.06041,0.01232,247.6,193.5,238.1,21.8,16.7,6,-0.0001,0.0003,0.0005,600,589,575,549,517,490,472,0,0.722,0.091,0.11,0.15,0.216,0.301,0.449,0.534,RS,5524,80,3.35,0.13,-1.84,0.08,5538,50,3.39,0.17,-1.8,0.09,0.25,0.04,0
Hivel340,20150320HD145035N124702B0210045_v2.9.7,Gaia DR2 1178376916777526400,220.9484636,0.0574,11.81088296,0.0514,46,F0,170,19,-25.905,0.104,-47.414,0.108,0.383,0.07,16.16,17.02,16.07,1,175,2.6,0.4,0.5,-6.9,0.2,0.3,0.2,0,0,2.3,0.4,0.5,7.2,0.1,0.1,253,25,37,-392,134,103,123,17,16,480,87,133,0.96076,0.16141,0.03552,137.2,110.9,899,6.2,0.3,9.7,-0.0002,0.0004,0.0008,630,612,606,577,544,523,498,0,0.97,0.133,0.161,0.17,0.228,0.308,0.365,0.44,RS,6135,110,4.06,0.18,-1.69,0.11,6191,59,4.32,0.18,-1.67,0.11,0.2,0.06,0
Hivel341,20140421HD150715N223351B09121_v2.9.7,Gaia DR2 1263658066580590848,227.3433033,0.0121,23.60534669,0.0194,110,G3,-106,7,8.293,0.041,-17.262,0.052,0.183,0.026,14.13,13.75,10.26,1,-101,5.5,0.7,0.9,-5.8,0.3,0.4,1.6,0.2,0.3,4.7,0.6,0.8,7.7,0.1,0.3,410,55,71,56,28,21,-244,29,23,480,55,73,0.9823,0.02688,0.01179,202.4,144.4,947.1,2.5,0.4,3.4,-0.0001,0.0003,0.0004,621,607,597,566,534,518,494,0,0.49,0.052,0.062,0.076,0.137,0.238,0.298,0.414,OUT,5029,43,2.55,0.07,-1.18,0.04,5074,41,2.6,0.1,-1.17,0.06,0.23,0.02,0
Hivel342,20140325HD102942N012928V0108154_v2.9.7,Gaia DR2 3855198520751976832,157.8302846,0.0316,0.88434969,0.0568,74,F0,32,14,2.203,0.092,-27.125,0.146,0.201,0.039,13.58,18.33,16.12,0,37,4.9,0.8,1.3,-9.6,0.4,0.2,-3,0.8,0.5,3.7,0.6,1,10.7,0.5,0.9,351,54,89,-243,119,76,-222,67,43,480,93,158,0.98848,0.11415,0.00624,778,737.1,1090.2,6.7,1.6,2.8,0.0001,0.0005,0.0008,595,585,570,543,512,486,469,0,0.367,0.236,0.25,0.282,0.35,0.42,0.483,0.545,OUT,6265,74,4.11,0.12,-1.51,0.07,6074,46,2.79,0.13,-1.67,0.08,0.24,0.04,0
Hivel343,20140306HD162301N323735V0108022_v2.9.7,Gaia DR2 1325235184502274560,246.6293037,0.0095,32.14567588,0.013,154,G0,-175,8,-20.904,0.021,-7.559,0.026,0.159,0.014,13.6,14.88,13.96,1,-170,6.3,0.5,0.6,-5.4,0.2,0.3,3.6,0.3,0.3,4.4,0.4,0.4,7.8,0.2,0.2,-54,4,4,-358,50,43,313,34,43,480,55,64,0.97285,0.10444,0.0209,459.7,374.5,1554.2,9.1,1.6,0.8,-0.0001,0.0003,0.0004,620,605,596,565,533,515,493,0,1,0.026,0.039,0.05,0.105,0.203,0.282,0.415,RS,4941,22,2.11,0.04,-1.77,0.02,5173,33,2.42,0.08,-1.51,0.05,0.23,0.02,1
Hivel344,20130530HD182107N494331B0101127_v2.9.7,Gaia DR2 2121940794593313920,276.050583,0.0126,48.0199665,0.0137,89,G5,-20,5,-5.41,0.025,-6.047,0.028,0.075,0.014,13.08,16.06,16.37,1,-15,13.2,2,3.3,-5.3,0.4,0.7,11.7,1.8,3,5.4,0.8,1.4,14,1.6,2.8,428,65,103,36,49,32,216,34,52,480,69,114,0.9862,0.10318,0.00586,1144.7,1026.7,1040.5,18.2,4.9,4.1,0.0001,0.0004,0.0007,571,561,545,518,489,461,449,0,0.922,0.222,0.235,0.28,0.344,0.464,0.585,0.639,HRS,4601,68,2.24,0.11,-0.5,0.07,4550,32,2,0.08,-0.49,0.04,0.07,0.03,0
